Traceback (most recent call last):
  File "xgboost_new_features.py", line 104, in <module>
    build_data(seed=100)
  File "xgboost_new_features.py", line 29, in build_data
    dtrain = xgb.DMatrix(FLAGS.tmp_data_path+'train'+str(seed)+'/xgboost.new_features.dtrain.joblib_dat')
  File "/home/zhijiehuang/anaconda3/lib/python3.6/site-packages/xgboost-0.72-py3.6.egg/xgboost/core.py", line 328, in __init__
    ctypes.byref(self.handle)))
  File "/home/zhijiehuang/anaconda3/lib/python3.6/site-packages/xgboost-0.72-py3.6.egg/xgboost/core.py", line 129, in _check_call
    raise XGBoostError(_LIB.XGBGetLastError())
xgboost.core.XGBoostError: b'[13:35:41] /home/zhijiehuang/github/xgboost/dmlc-core/src/io/input_split_base.cc:173: Check failed: files_.size() != 0U (0 vs. 0) Cannot find any files that matches the URI pattern /data/train100/xgboost.new_features.dtrain.joblib_dat\n\nStack trace returned 10 entries:\n[bt] (0) /home/zhijiehuang/anaconda3/lib/python3.6/site-packages/xgboost-0.72-py3.6.egg/xgboost/libxgboost.so(dmlc::StackTrace[abi:cxx11]()+0x1bc) [0x7fd8a140c92c]\n[bt] (1) /home/zhijiehuang/anaconda3/lib/python3.6/site-packages/xgboost-0.72-py3.6.egg/xgboost/libxgboost.so(dmlc::LogMessageFatal::~LogMessageFatal()+0x28) [0x7fd8a140dc88]\n[bt] (2) /home/zhijiehuang/anaconda3/lib/python3.6/site-packages/xgboost-0.72-py3.6.egg/xgboost/libxgboost.so(dmlc::io::InputSplitBase::InitInputFileInfo(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, bool)+0x650) [0x7fd8a1609400]\n[bt] (3) /home/zhijiehuang/anaconda3/lib/python3.6/site-packages/xgboost-0.72-py3.6.egg/xgboost/libxgboost.so(dmlc::io::InputSplitBase::Init(dmlc::io::FileSystem*, char const*, unsigned long, bool)+0x74) [0x7fd8a1609584]\n[bt] (4) /home/zhijiehuang/anaconda3/lib/python3.6/site-packages/xgboost-0.72-py3.6.egg/xgboost/libxgboost.so(dmlc::InputSplit::Create(char const*, char const*, unsigned int, unsigned int, char const*, bool, int, unsigned long, bool)+0xbf0) [0x7fd8a15f0a90]\n[bt] (5) /home/zhijiehuang/anaconda3/lib/python3.6/site-packages/xgboost-0.72-py3.6.egg/xgboost/libxgboost.so(dmlc::InputSplit::Create(char const*, unsigned int, unsigned int, char const*)+0x1e) [0x7fd8a15f0f4e]\n[bt] (6) /home/zhijiehuang/anaconda3/lib/python3.6/site-packages/xgboost-0.72-py3.6.egg/xgboost/libxgboost.so(dmlc::Parser<unsigned int, float>* dmlc::data::CreateLibSVMParser<unsigned int, float>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > const&, unsigned int, unsigned int)+0x19) [0x7fd8a15d6c69]\n[bt] (7) /home/zhijiehuang/anaconda3/lib/python3.6/site-packages/xgboost-0.72-py3.6.egg/xgboost/libxgboost.so(dmlc::Parser<unsigned int, float>* dmlc::data::CreateParser_<unsigned int, float>(char const*, unsigned int, unsigned int, char const*)+0x19e) [0x7fd8a15cd79e]\n[bt] (8) /home/zhijiehuang/anaconda3/lib/python3.6/site-packages/xgboost-0.72-py3.6.egg/xgboost/libxgboost.so(xgboost::DMatrix::Load(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, bool, bool, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)+0x865) [0x7fd8a1407325]\n[bt] (9) /home/zhijiehuang/anaconda3/lib/python3.6/site-packages/xgboost-0.72-py3.6.egg/xgboost/libxgboost.so(XGDMatrixCreateFromFile+0x1d0) [0x7fd8a14b4d80]\n\n'
[13:37:54] 6385085x6 matrix with 38310510 entries loaded from /data/train25/xgboost.new_features.dtrain.joblib_dat
[13:37:54] 4256724x6 matrix with 25540344 entries loaded from /data/train25/xgboost.new_features.dvalid.joblib_dat
[13:37:58] Allocated 50MB on [0] GeForce GTX 1070 Ti, 7558MB remaining.
[13:37:58] Allocated 170MB on [0] GeForce GTX 1070 Ti, 7436MB remaining.
[13:37:58] Allocated 2MB on [0] GeForce GTX 1070 Ti, 7432MB remaining.
[13:37:58] Allocated 227MB on [0] GeForce GTX 1070 Ti, 7090MB remaining.
[0]	train-logloss:0.329711	valid-logloss:0.330364
  File "/home/zhijiehuang/anaconda3/lib/python3.6/logging/__init__.py", line 838, in format
    return fmt.format(record)
  File "/home/zhijiehuang/anaconda3/lib/python3.6/logging/__init__.py", line 575, in format
    record.message = record.getMessage()
  File "/home/zhijiehuang/anaconda3/lib/python3.6/logging/__init__.py", line 338, in getMessage
    msg = msg % self.args
TypeError: not all arguments converted during string formatting
Call stack:
  File "xgboost_new_features.py", line 113, in <module>
    build_data(is_type='test')
  File "xgboost_new_features.py", line 98, in build_data
    logging.debug(vn, idx_base, _cat1.min(), _cat1.max(), np.unique(_cat).size)
Message: 'xgb_basis132'
Arguments: (257, 257, 257, 1)
--- Logging error ---
Traceback (most recent call last):
  File "/home/zhijiehuang/anaconda3/lib/python3.6/logging/__init__.py", line 992, in emit
    msg = self.format(record)
  File "/home/zhijiehuang/anaconda3/lib/python3.6/logging/__init__.py", line 838, in format
    return fmt.format(record)
  File "/home/zhijiehuang/anaconda3/lib/python3.6/logging/__init__.py", line 575, in format
    record.message = record.getMessage()
  File "/home/zhijiehuang/anaconda3/lib/python3.6/logging/__init__.py", line 338, in getMessage
    msg = msg % self.args
TypeError: not all arguments converted during string formatting
Call stack:
  File "xgboost_new_features.py", line 113, in <module>
    build_data(is_type='test')
  File "xgboost_new_features.py", line 98, in build_data
    logging.debug(vn, idx_base, _cat1.min(), _cat1.max(), np.unique(_cat).size)
Message: 'xgb_basis133'
Arguments: (258, 258, 258, 1)
--- Logging error ---
Traceback (most recent call last):
  File "/home/zhijiehuang/anaconda3/lib/python3.6/logging/__init__.py", line 992, in emit
    msg = self.format(record)
  File "/home/zhijiehuang/anaconda3/lib/python3.6/logging/__init__.py", line 838, in format
    return fmt.format(record)
  File "/home/zhijiehuang/anaconda3/lib/python3.6/logging/__init__.py", line 575, in format
    record.message = record.getMessage()
  File "/home/zhijiehuang/anaconda3/lib/python3.6/logging/__init__.py", line 338, in getMessage
    msg = msg % self.args
TypeError: not all arguments converted during string formatting
Call stack:
  File "xgboost_new_features.py", line 113, in <module>
    build_data(is_type='test')
  File "xgboost_new_features.py", line 98, in build_data
    logging.debug(vn, idx_base, _cat1.min(), _cat1.max(), np.unique(_cat).size)
Message: 'xgb_basis134'
Arguments: (259, 259, 259, 1)
--- Logging error ---
Traceback (most recent call last):
  File "/home/zhijiehuang/anaconda3/lib/python3.6/logging/__init__.py", line 992, in emit
    msg = self.format(record)
  File "/home/zhijiehuang/anaconda3/lib/python3.6/logging/__init__.py", line 838, in format
    return fmt.format(record)
  File "/home/zhijiehuang/anaconda3/lib/python3.6/logging/__init__.py", line 575, in format
    record.message = record.getMessage()
  File "/home/zhijiehuang/anaconda3/lib/python3.6/logging/__init__.py", line 338, in getMessage
    msg = msg % self.args
TypeError: not all arguments converted during string formatting
Call stack:
  File "xgboost_new_features.py", line 113, in <module>
    build_data(is_type='test')
  File "xgboost_new_features.py", line 98, in build_data
    logging.debug(vn, idx_base, _cat1.min(), _cat1.max(), np.unique(_cat).size)
Message: 'xgb_basis135'
Arguments: (260, 260, 260, 1)
--- Logging error ---
Traceback (most recent call last):
  File "/home/zhijiehuang/anaconda3/lib/python3.6/logging/__init__.py", line 992, in emit
    msg = self.format(record)
  File "/home/zhijiehuang/anaconda3/lib/python3.6/logging/__init__.py", line 838, in format
    return fmt.format(record)
  File "/home/zhijiehuang/anaconda3/lib/python3.6/logging/__init__.py", line 575, in format
    record.message = record.getMessage()
  File "/home/zhijiehuang/anaconda3/lib/python3.6/logging/__init__.py", line 338, in getMessage
    msg = msg % self.args
TypeError: not all arguments converted during string formatting
Call stack:
  File "xgboost_new_features.py", line 113, in <module>
    build_data(is_type='test')
  File "xgboost_new_features.py", line 98, in build_data
    logging.debug(vn, idx_base, _cat1.min(), _cat1.max(), np.unique(_cat).size)
Message: 'xgb_basis136'
Arguments: (261, 261, 263, 3)
--- Logging error ---
Traceback (most recent call last):
  File "/home/zhijiehuang/anaconda3/lib/python3.6/logging/__init__.py", line 992, in emit
    msg = self.format(record)
  File "/home/zhijiehuang/anaconda3/lib/python3.6/logging/__init__.py", line 838, in format
    return fmt.format(record)
  File "/home/zhijiehuang/anaconda3/lib/python3.6/logging/__init__.py", line 575, in format
    record.message = record.getMessage()
  File "/home/zhijiehuang/anaconda3/lib/python3.6/logging/__init__.py", line 338, in getMessage
    msg = msg % self.args
TypeError: not all arguments converted during string formatting
Call stack:
  File "xgboost_new_features.py", line 113, in <module>
    build_data(is_type='test')
  File "xgboost_new_features.py", line 98, in build_data
    logging.debug(vn, idx_base, _cat1.min(), _cat1.max(), np.unique(_cat).size)
Message: 'xgb_basis137'
Arguments: (264, 264, 264, 1)
--- Logging error ---
Traceback (most recent call last):
  File "/home/zhijiehuang/anaconda3/lib/python3.6/logging/__init__.py", line 992, in emit
    msg = self.format(record)
  File "/home/zhijiehuang/anaconda3/lib/python3.6/logging/__init__.py", line 838, in format
    return fmt.format(record)
  File "/home/zhijiehuang/anaconda3/lib/python3.6/logging/__init__.py", line 575, in format
    record.message = record.getMessage()
  File "/home/zhijiehuang/anaconda3/lib/python3.6/logging/__init__.py", line 338, in getMessage
    msg = msg % self.args
TypeError: not all arguments converted during string formatting
Call stack:
  File "xgboost_new_features.py", line 113, in <module>
    build_data(is_type='test')
  File "xgboost_new_features.py", line 98, in build_data
    logging.debug(vn, idx_base, _cat1.min(), _cat1.max(), np.unique(_cat).size)
Message: 'xgb_basis138'
Arguments: (265, 265, 265, 1)
--- Logging error ---
Traceback (most recent call last):
  File "/home/zhijiehuang/anaconda3/lib/python3.6/logging/__init__.py", line 992, in emit
    msg = self.format(record)
  File "/home/zhijiehuang/anaconda3/lib/python3.6/logging/__init__.py", line 838, in format
    return fmt.format(record)
  File "/home/zhijiehuang/anaconda3/lib/python3.6/logging/__init__.py", line 575, in format
    record.message = record.getMessage()
  File "/home/zhijiehuang/anaconda3/lib/python3.6/logging/__init__.py", line 338, in getMessage
    msg = msg % self.args
TypeError: not all arguments converted during string formatting
Call stack:
  File "xgboost_new_features.py", line 113, in <module>
    build_data(is_type='test')
  File "xgboost_new_features.py", line 98, in build_data
    logging.debug(vn, idx_base, _cat1.min(), _cat1.max(), np.unique(_cat).size)
Message: 'xgb_basis139'
Arguments: (266, 266, 268, 3)
--- Logging error ---
Traceback (most recent call last):
  File "/home/zhijiehuang/anaconda3/lib/python3.6/logging/__init__.py", line 992, in emit
    msg = self.format(record)
  File "/home/zhijiehuang/anaconda3/lib/python3.6/logging/__init__.py", line 838, in format
    return fmt.format(record)
  File "/home/zhijiehuang/anaconda3/lib/python3.6/logging/__init__.py", line 575, in format
    record.message = record.getMessage()
  File "/home/zhijiehuang/anaconda3/lib/python3.6/logging/__init__.py", line 338, in getMessage
    msg = msg % self.args
TypeError: not all arguments converted during string formatting
Call stack:
  File "xgboost_new_features.py", line 113, in <module>
    build_data(is_type='test')
  File "xgboost_new_features.py", line 98, in build_data
    logging.debug(vn, idx_base, _cat1.min(), _cat1.max(), np.unique(_cat).size)
Message: 'xgb_basis140'
Arguments: (269, 269, 269, 1)
--- Logging error ---
Traceback (most recent call last):
  File "/home/zhijiehuang/anaconda3/lib/python3.6/logging/__init__.py", line 992, in emit
    msg = self.format(record)
  File "/home/zhijiehuang/anaconda3/lib/python3.6/logging/__init__.py", line 838, in format
    return fmt.format(record)
  File "/home/zhijiehuang/anaconda3/lib/python3.6/logging/__init__.py", line 575, in format
    record.message = record.getMessage()
  File "/home/zhijiehuang/anaconda3/lib/python3.6/logging/__init__.py", line 338, in getMessage
    msg = msg % self.args
TypeError: not all arguments converted during string formatting
Call stack:
  File "xgboost_new_features.py", line 113, in <module>
    build_data(is_type='test')
  File "xgboost_new_features.py", line 98, in build_data
    logging.debug(vn, idx_base, _cat1.min(), _cat1.max(), np.unique(_cat).size)
Message: 'xgb_basis141'
Arguments: (270, 270, 270, 1)
--- Logging error ---
Traceback (most recent call last):
  File "/home/zhijiehuang/anaconda3/lib/python3.6/logging/__init__.py", line 992, in emit
    msg = self.format(record)
  File "/home/zhijiehuang/anaconda3/lib/python3.6/logging/__init__.py", line 838, in format
    return fmt.format(record)
  File "/home/zhijiehuang/anaconda3/lib/python3.6/logging/__init__.py", line 575, in format
    record.message = record.getMessage()
  File "/home/zhijiehuang/anaconda3/lib/python3.6/logging/__init__.py", line 338, in getMessage
    msg = msg % self.args
TypeError: not all arguments converted during string formatting
Call stack:
  File "xgboost_new_features.py", line 113, in <module>
    build_data(is_type='test')
  File "xgboost_new_features.py", line 98, in build_data
    logging.debug(vn, idx_base, _cat1.min(), _cat1.max(), np.unique(_cat).size)
Message: 'xgb_basis142'
Arguments: (271, 271, 271, 1)
--- Logging error ---
Traceback (most recent call last):
  File "/home/zhijiehuang/anaconda3/lib/python3.6/logging/__init__.py", line 992, in emit
    msg = self.format(record)
  File "/home/zhijiehuang/anaconda3/lib/python3.6/logging/__init__.py", line 838, in format
    return fmt.format(record)
  File "/home/zhijiehuang/anaconda3/lib/python3.6/logging/__init__.py", line 575, in format
    record.message = record.getMessage()
  File "/home/zhijiehuang/anaconda3/lib/python3.6/logging/__init__.py", line 338, in getMessage
    msg = msg % self.args
TypeError: not all arguments converted during string formatting
Call stack:
  File "xgboost_new_features.py", line 113, in <module>
    build_data(is_type='test')
  File "xgboost_new_features.py", line 98, in build_data
    logging.debug(vn, idx_base, _cat1.min(), _cat1.max(), np.unique(_cat).size)
Message: 'xgb_basis143'
Arguments: (272, 272, 272, 1)
--- Logging error ---
Traceback (most recent call last):
  File "/home/zhijiehuang/anaconda3/lib/python3.6/logging/__init__.py", line 992, in emit
    msg = self.format(record)
  File "/home/zhijiehuang/anaconda3/lib/python3.6/logging/__init__.py", line 838, in format
    return fmt.format(record)
  File "/home/zhijiehuang/anaconda3/lib/python3.6/logging/__init__.py", line 575, in format
    record.message = record.getMessage()
  File "/home/zhijiehuang/anaconda3/lib/python3.6/logging/__init__.py", line 338, in getMessage
    msg = msg % self.args
TypeError: not all arguments converted during string formatting
Call stack:
  File "xgboost_new_features.py", line 113, in <module>
    build_data(is_type='test')
  File "xgboost_new_features.py", line 98, in build_data
    logging.debug(vn, idx_base, _cat1.min(), _cat1.max(), np.unique(_cat).size)
Message: 'xgb_basis144'
Arguments: (273, 273, 273, 1)
--- Logging error ---
Traceback (most recent call last):
  File "/home/zhijiehuang/anaconda3/lib/python3.6/logging/__init__.py", line 992, in emit
    msg = self.format(record)
  File "/home/zhijiehuang/anaconda3/lib/python3.6/logging/__init__.py", line 838, in format
    return fmt.format(record)
  File "/home/zhijiehuang/anaconda3/lib/python3.6/logging/__init__.py", line 575, in format
    record.message = record.getMessage()
  File "/home/zhijiehuang/anaconda3/lib/python3.6/logging/__init__.py", line 338, in getMessage
    msg = msg % self.args
TypeError: not all arguments converted during string formatting
Call stack:
  File "xgboost_new_features.py", line 113, in <module>
    build_data(is_type='test')
  File "xgboost_new_features.py", line 98, in build_data
    logging.debug(vn, idx_base, _cat1.min(), _cat1.max(), np.unique(_cat).size)
Message: 'xgb_basis145'
Arguments: (274, 274, 274, 1)
--- Logging error ---
Traceback (most recent call last):
  File "/home/zhijiehuang/anaconda3/lib/python3.6/logging/__init__.py", line 992, in emit
    msg = self.format(record)
  File "/home/zhijiehuang/anaconda3/lib/python3.6/logging/__init__.py", line 838, in format
    return fmt.format(record)
  File "/home/zhijiehuang/anaconda3/lib/python3.6/logging/__init__.py", line 575, in format
    record.message = record.getMessage()
  File "/home/zhijiehuang/anaconda3/lib/python3.6/logging/__init__.py", line 338, in getMessage
    msg = msg % self.args
TypeError: not all arguments converted during string formatting
Call stack:
  File "xgboost_new_features.py", line 113, in <module>
    build_data(is_type='test')
  File "xgboost_new_features.py", line 98, in build_data
    logging.debug(vn, idx_base, _cat1.min(), _cat1.max(), np.unique(_cat).size)
Message: 'xgb_basis146'
Arguments: (275, 275, 275, 1)
--- Logging error ---
Traceback (most recent call last):
  File "/home/zhijiehuang/anaconda3/lib/python3.6/logging/__init__.py", line 992, in emit
    msg = self.format(record)
  File "/home/zhijiehuang/anaconda3/lib/python3.6/logging/__init__.py", line 838, in format
    return fmt.format(record)
  File "/home/zhijiehuang/anaconda3/lib/python3.6/logging/__init__.py", line 575, in format
    record.message = record.getMessage()
  File "/home/zhijiehuang/anaconda3/lib/python3.6/logging/__init__.py", line 338, in getMessage
    msg = msg % self.args
TypeError: not all arguments converted during string formatting
Call stack:
  File "xgboost_new_features.py", line 113, in <module>
    build_data(is_type='test')
  File "xgboost_new_features.py", line 98, in build_data
    logging.debug(vn, idx_base, _cat1.min(), _cat1.max(), np.unique(_cat).size)
Message: 'xgb_basis147'
Arguments: (276, 276, 280, 5)
--- Logging error ---
Traceback (most recent call last):
  File "/home/zhijiehuang/anaconda3/lib/python3.6/logging/__init__.py", line 992, in emit
    msg = self.format(record)
  File "/home/zhijiehuang/anaconda3/lib/python3.6/logging/__init__.py", line 838, in format
    return fmt.format(record)
  File "/home/zhijiehuang/anaconda3/lib/python3.6/logging/__init__.py", line 575, in format
    record.message = record.getMessage()
  File "/home/zhijiehuang/anaconda3/lib/python3.6/logging/__init__.py", line 338, in getMessage
    msg = msg % self.args
TypeError: not all arguments converted during string formatting
Call stack:
  File "xgboost_new_features.py", line 113, in <module>
    build_data(is_type='test')
  File "xgboost_new_features.py", line 98, in build_data
    logging.debug(vn, idx_base, _cat1.min(), _cat1.max(), np.unique(_cat).size)
Message: 'xgb_basis148'
Arguments: (281, 281, 283, 3)
--- Logging error ---
Traceback (most recent call last):
  File "/home/zhijiehuang/anaconda3/lib/python3.6/logging/__init__.py", line 992, in emit
    msg = self.format(record)
  File "/home/zhijiehuang/anaconda3/lib/python3.6/logging/__init__.py", line 838, in format
    return fmt.format(record)
  File "/home/zhijiehuang/anaconda3/lib/python3.6/logging/__init__.py", line 575, in format
    record.message = record.getMessage()
  File "/home/zhijiehuang/anaconda3/lib/python3.6/logging/__init__.py", line 338, in getMessage
    msg = msg % self.args
TypeError: not all arguments converted during string formatting
Call stack:
  File "xgboost_new_features.py", line 113, in <module>
    build_data(is_type='test')
  File "xgboost_new_features.py", line 98, in build_data
    logging.debug(vn, idx_base, _cat1.min(), _cat1.max(), np.unique(_cat).size)
Message: 'xgb_basis149'
Arguments: (284, 284, 284, 1)
--- Logging error ---
Traceback (most recent call last):
  File "/home/zhijiehuang/anaconda3/lib/python3.6/logging/__init__.py", line 992, in emit
    msg = self.format(record)
  File "/home/zhijiehuang/anaconda3/lib/python3.6/logging/__init__.py", line 838, in format
    return fmt.format(record)
  File "/home/zhijiehuang/anaconda3/lib/python3.6/logging/__init__.py", line 575, in format
    record.message = record.getMessage()
  File "/home/zhijiehuang/anaconda3/lib/python3.6/logging/__init__.py", line 338, in getMessage
    msg = msg % self.args
TypeError: not all arguments converted during string formatting
Call stack:
  File "xgboost_new_features.py", line 113, in <module>
    build_data(is_type='test')
  File "xgboost_new_features.py", line 98, in build_data
    logging.debug(vn, idx_base, _cat1.min(), _cat1.max(), np.unique(_cat).size)
Message: 'xgb_basis150'
Arguments: (285, 285, 285, 1)
--- Logging error ---
Traceback (most recent call last):
  File "/home/zhijiehuang/anaconda3/lib/python3.6/logging/__init__.py", line 992, in emit
    msg = self.format(record)
  File "/home/zhijiehuang/anaconda3/lib/python3.6/logging/__init__.py", line 838, in format
    return fmt.format(record)
  File "/home/zhijiehuang/anaconda3/lib/python3.6/logging/__init__.py", line 575, in format
    record.message = record.getMessage()
  File "/home/zhijiehuang/anaconda3/lib/python3.6/logging/__init__.py", line 338, in getMessage
    msg = msg % self.args
TypeError: not all arguments converted during string formatting
Call stack:
  File "xgboost_new_features.py", line 113, in <module>
    build_data(is_type='test')
  File "xgboost_new_features.py", line 98, in build_data
    logging.debug(vn, idx_base, _cat1.min(), _cat1.max(), np.unique(_cat).size)
Message: 'xgb_basis151'
Arguments: (286, 286, 289, 4)
--- Logging error ---
Traceback (most recent call last):
  File "/home/zhijiehuang/anaconda3/lib/python3.6/logging/__init__.py", line 992, in emit
    msg = self.format(record)
  File "/home/zhijiehuang/anaconda3/lib/python3.6/logging/__init__.py", line 838, in format
    return fmt.format(record)
  File "/home/zhijiehuang/anaconda3/lib/python3.6/logging/__init__.py", line 575, in format
    record.message = record.getMessage()
  File "/home/zhijiehuang/anaconda3/lib/python3.6/logging/__init__.py", line 338, in getMessage
    msg = msg % self.args
TypeError: not all arguments converted during string formatting
Call stack:
  File "xgboost_new_features.py", line 113, in <module>
    build_data(is_type='test')
  File "xgboost_new_features.py", line 98, in build_data
    logging.debug(vn, idx_base, _cat1.min(), _cat1.max(), np.unique(_cat).size)
Message: 'xgb_basis152'
Arguments: (290, 290, 290, 1)
--- Logging error ---
Traceback (most recent call last):
